MuseumAbbreviation,CatalogNumber,SpecimenID,CurrentIdentification,CommonName,Family,Country,Province,District,CentroidLatitude,CentroidLongitude,Sex,Weight,TotalLength,TailLength,HindFoot,EarLength
USNM,467612,USNM467612,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.8,-2.13,Male,1500,839,420,77,45
USNM,467614,USNM467614,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.8,-2.13,Male,1300,814,408,78,44
USNM,467615,USNM467615,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.8,-2.13,Male,1400,843,417,81,45
USNM,467616,USNM467616,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.88,-4.52,Male,1100,770,411,80,45
USNM,467617,USNM467617,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.88,-4.52,Female,1100,778,403,78,38
USNM,467619,USNM467619,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.88,-4.52,Female,1000,772,402,76,44
USNM,467620,USNM467620,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.88,-4.52,Female,1100,807,420,78,42
USNM,467621,USNM467621,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.07,-4.68,Female,1400,808,383,79,42
USNM,467622,USNM467622,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,11.07,-4.68,Female,1400,805,400,78,40
USNM,467623,USNM467623,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,10.32,-4.88,Female,226,517,260,61,38
USNM,467624,USNM467624,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,10.32,-4.88,Female,1800,850,431,80,45
USNM,467625,USNM467625,Genetta thierryi,Hausa Genet,Viverridae,Burkina Faso,,,10.93,-3.12,Male,209,462,227,54,35
USNM,485837,USNM485837,Halichoerus grypus,Grey Seal,Phocidae,United States,New Jersey,Ocean County,,,Male,21000,1020,,,
USNM,594174,USNM594174,Halichoerus grypus,Grey Seal,Phocidae,United States,Massachusetts,Barnstable,41.7506,-70.193,,88300,1741,,,
USNM,594199,USNM594199,Halichoerus grypus,Grey Seal,Phocidae,United States,Massachusetts,Barnstable,41.654,-70.1273,,122200,1850,,,
USNM,594203,USNM594203,Halichoerus grypus,Grey Seal,Phocidae,United States,Massachusetts,Barnstable,41.6763,-69.9402,,109800,1923,,,
USNM,594204,USNM594204,Halichoerus grypus,Grey Seal,Phocidae,United States,Massachusetts,Barnstable,41.6518,-70.1554,,126200,1855,,,
USNM,594208,USNM594208,Halichoerus grypus,Grey Seal,Phocidae,United States,Massachusetts,Barnstable,41.9298,-70.05,,224000,1954,,,
USNM,489406,USNM489406,Hemigalus derbyanus,Branded Palm Civet,Viverridae,Malaysia,Sabah,,6.13,116.87,Female,1909,862,337,76,36
USNM,489417,USNM489417,Herpestes brachyurus,Short-tailed Mongoose,Herpestidae,Malaysia,Selangor,Klang District,2.92,101.57,Male,1391,650,200,85,30
USNM,489418,USNM489418,Herpestes brachyurus,Short-tailed Mongoose,Herpestidae,Malaysia,Selangor,Klang District,2.92,101.57,Female,1188,625,205,79,28
USNM,489419,USNM489419,Herpestes brachyurus,Short-tailed Mongoose,Herpestidae,Malaysia,Selangor,Klang District,2.92,101.57,Female,1493,668,215,82,32
USNM,590300,USNM590300,Herpestes brachyurus,Short-tailed Mongoose,Herpestidae,Malaysia,Sarawak,Bintulu Division,,,Male,3500,615,210,87,30
USNM,467675,USNM467675,Herpestes ichneumon,Egyptian Mongoose,Herpestidae,Cote d'Ivoire,,,9.15,-4.62,Female,1814,1020,500,92,36
USNM,537890,USNM537890,Herpestes ichneumon,Egyptian Mongoose,Herpestidae,"Congo, Democratic Rep. Of",Equateur,Bumba Zone,2.58,21.85,Female,1150,745,370,87,35
USNM,489407,USNM489407,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Female,698,620,270,62,26
USNM,489408,USNM489408,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Female,623,622,267,60,24
USNM,489409,USNM489409,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Male,430,525,210,60,24
USNM,489410,USNM489410,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Female,665,585,250,58,22
USNM,489411,USNM489411,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Male,1218,725,310,70,30
USNM,489412,USNM489412,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Female,501,625,270,60,24
USNM,489413,USNM489413,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Female,516,525,225,55,26
USNM,489414,USNM489414,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Female,801,465,105,61,25
USNM,489415,USNM489415,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Female,718,600,250,57,30
USNM,489416,USNM489416,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Malaysia,Kedah,Kota Setar District,6.08,100.37,Male,553,510,115,64,20
USNM,522014,USNM522014,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Indonesia,,,,,Female,500,594,254,63,19
USNM,570866,USNM570866,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Hawaiian Islands,Hawaii,,,,Male,630,555,247,64,25
USNM,570867,USNM570867,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Hawaiian Islands,Hawaii,,,,Female,430,559,253,54,23
USNM,570894,USNM570894,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Iraq,,,,,Male,380,522,241,55,14
USNM,603484,USNM603484,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Virgin Islands (U.S.),,,17.6779,-64.8997,Male,430,522,220,60,14
USNM,603481,USNM603481,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Virgin Islands (U.S.),,,17.6779,-64.9971,Female,470,556,253,59,12
USNM,603482,USNM603482,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Virgin Islands (U.S.),,,17.6779,-64.8998,Male,544,552,250,62,21
USNM,603483,USNM603483,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Virgin Islands (U.S.),,,17.6779,-64.8997,Male,625,640,294,64,22
USNM,603480,USNM603480,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Virgin Islands (U.S.),,,17.6779,-64.8997,Female,205,398,181,50,15
USNM,603485,USNM603485,Herpestes javanicus,Small Asian Mongoose,Herpestidae,Virgin Islands (U.S.),,,17.6779,-64.8997,Female,388,541,260,57,14
USNM,275205,USNM275205,Hydrurga leptonyx,Leopard Seal,Phocidae,Antarctica,,,-66.72,-111.6,Female,420000,2300,,,
USNM,550084,USNM550084,Hydrurga leptonyx,Leopard Seal,Phocidae,Antarctica,,,-71.88,-31.32,Male,207000,2200,,,
USNM,550085,USNM550085,Hydrurga leptonyx,Leopard Seal,Phocidae,Antarctica,,,-77.43,-32,Female,533000,3170,,,
USNM,550086,USNM550086,Hydrurga leptonyx,Leopard Seal,Phocidae,Antarctica,,,-77.7433,-32.23,Female,465000,2820,,,
USNM,550087,USNM550087,Hydrurga leptonyx,Leopard Seal,Phocidae,Antarctica,,,,,Female,569000,3010,,,
USNM,550360,USNM550360,Hydrurga leptonyx,Leopard Seal,Phocidae,Australia,New South Wales,,,,Male,276000,2710,,,
USNM,467674,USNM467674,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Cote d'Ivoire,,,9.6,-6.3,Male,1814,970,445,130,42
USNM,470531,USNM470531,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Zimbabwe,Matabeleland,,-20.3,28.93,Male,6804,990,435,132,45
USNM,470532,USNM470532,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Zimbabwe,Matabeleland,,-20.3,28.93,Female,5443,907,365,132,47
USNM,602617,USNM602617,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Djibouti,Tadjoura Region,,,,Female,2700,1047,487,123,42
USNM,602618,USNM602618,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Djibouti,Tadjoura Region,,11.7849,42.6452,Male,2340,1017,423,121,40
USNM,602629,USNM602629,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Djibouti,Djibouti Region,,11.5422,43.1667,Female,2000,910,450,115,39
USNM,602626,USNM602626,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Djibouti,Tadjoura Region,,11.7849,42.6452,Female,3500,995,413,107,42
USNM,602630,USNM602630,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Djibouti,Arta Region,,11.5167,43.0667,Male,2420,1026,510,120,45
USNM,602631,USNM602631,Ichneumia albicauda,White-tailed Mongoose,Herpestidae,Djibouti,Djibouti Region,,11.5331,43.1701,Male,2800,1026,443,126,45
USNM,476028,USNM476028,Ictonyx libyca,Saharan Striped Polecat,Mustelidae,Morocco,Ouarzazate,,30.07,-6.88,Male,235,366,140,36,18
USNM,469845,USNM469845,Ictonyx striatus,Striped Polecat,Mustelidae,South Africa,Free State,Harrismith District,-28.45,29.13,Female,408,431,168,58,30
USNM,469846,USNM469846,Ictonyx striatus,Striped Polecat,Mustelidae,South Africa,Free State,Harrismith District,-28.45,29.13,Male,567,528,190,57,30
USNM,469847,USNM469847,Ictonyx striatus,Striped Polecat,Mustelidae,South Africa,Northern Cape,Kenhardt District,-29.12,21.15,Female,555,545,243,57,29
USNM,469848,USNM469848,Ictonyx striatus,Striped Polecat,Mustelidae,South Africa,Northern Cape,Kenhardt District,-29.12,21.15,Male,567,524,228,60,31
USNM,469849,USNM469849,Ictonyx striatus,Striped Polecat,Mustelidae,Namibia,,,-31.47,19.9,Female,462,529,245,56,31
USNM,469850,USNM469850,Ictonyx striatus,Striped Polecat,Mustelidae,South Africa,Northern Cape,Calvinia District,-31.47,19.9,Female,520,529,239,53,30
USNM,469851,USNM469851,Ictonyx striatus,Striped Polecat,Mustelidae,South Africa,Northern Cape,,-30.37,17.52,Male,454,527,217,56,30
USNM,469852,USNM469852,Ictonyx striatus,Striped Polecat,Mustelidae,South Africa,Northern Cape,Carnarvon District,-30.95,22.13,Female,457,493,220,52,29
USNM,372860,USNM372860,Leopardus pardalis,Ocelot,Felidae,Venezuela,Apure,,6.55,-67.22,Male,11350,1220,410,165,65
USNM,374854,USNM374854,Leopardus pardalis,Ocelot,Felidae,Venezuela,Bolivar,,7,-62.25,Male,10896,1255,380,170,65
USNM,388317,USNM388317,Leopardus pardalis,Ocelot,Felidae,Venezuela,Bolivar,,6.82,-63.48,Male,10500,1168,385,162,64
USNM,406841,USNM406841,Leopardus pardalis,Ocelot,Felidae,Venezuela,Amazonas,,3.17,-65.82,Male,10000,1041,351,152,54
USNM,406842,USNM406842,Leopardus pardalis,Ocelot,Felidae,Venezuela,Amazonas,,3.17,-65.82,Male,5450,1160,377,160,59
USNM,406843,USNM406843,Leopardus pardalis,Ocelot,Felidae,Venezuela,Amazonas,,2.62,-66.32,Female,6600,920,345,149,56
USNM,406844,USNM406844,Leopardus pardalis,Ocelot,Felidae,Venezuela,Amazonas,,3.17,-65.82,Female,9988,1362,369,59,65
USNM,374851,USNM374851,Leopardus pardalis,Ocelot,Felidae,Venezuela,Carabobo,,10.53,-68.38,Male,9988,1110,342,154,55
USNM,388253,USNM388253,Leopardus pardalis,Ocelot,Felidae,Venezuela,Amazonas,,3.65,-65.77,Male,10600,1350,395,65,57
USNM,443489,USNM443489,Leopardus pardalis,Ocelot,Felidae,Venezuela,Zulia,,9.2,-72.63,Female,6590,1120,340,150,64
USNM,443579,USNM443579,Leopardus pardalis,Ocelot,Felidae,Venezuela,Zulia,,9.2,-72.63,Male,10910,1185,375,175,70
USNM,481997,USNM481997,Liberiictis kuhni,Liberian Mongoose,Herpestidae,Liberia,Grand Gedeh,,6.22,-8.13,Male,2300,620,197,88,30
USNM,481998,USNM481998,Liberiictis kuhni,Liberian Mongoose,Herpestidae,Liberia,Grand Gedeh,,6.22,-8.13,Female,504,382,120,69,25
USNM,275204,USNM275204,Lobodon carcinophaga,Crabeater Seal,Phocidae,Antarctica,,,-68.07,-101.5,Male,103000,1770,,,
USNM,504682,USNM504682,Lobodon carcinophaga,Crabeater Seal,Phocidae,South Shetland Islands,,,-62.8,-60.6,Male,113000,1680,,,
USNM,550077,USNM550077,Lobodon carcinophaga,Crabeater Seal,Phocidae,Antarctica,Anvers Island,,-73.33,-35.03,Female,223000,2590,,,
USNM,550078,USNM550078,Lobodon carcinophaga,Crabeater Seal,Phocidae,Antarctica,,,-73.33,-35.03,Female,150000,1940,,,
USNM,550079,USNM550079,Lobodon carcinophaga,Crabeater Seal,Phocidae,Antarctica,,,-77.03,-38.77,Female,245000,2310,,,
USNM,550080,USNM550080,Lobodon carcinophaga,Crabeater Seal,Phocidae,Antarctica,,,-77.08,-35.07,Female,172000,1990,,,
USNM,550081,USNM550081,Lobodon carcinophaga,Crabeater Seal,Phocidae,Antarctica,,,-73.3267,-32.03,Female,177000,2030,,,
USNM,550082,USNM550082,Lobodon carcinophaga,Crabeater Seal,Phocidae,Antarctica,,,-75.6,-29.8,Male,159000,2200,,,
USNM,170125,USNM170125,Lontra canadensis,North American River Otter,Mustelidae,United States,Michigan,Chippewa County,46.5746,-85.1824,Female,7500,1040,413,123,
USNM,484794,USNM484794,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Bullock County,,,Male,8000,1122,420,122,28
USNM,484801,USNM484801,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Pike County,,,Male,6000,1032,365,111,24
USNM,484802,USNM484802,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Pike County,,,Male,8000,1090,375,110,26
USNM,484804,USNM484804,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Bullock County,,,Female,3900,960,330,100,24
USNM,484805,USNM484805,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Bullock County,,,Male,7500,1000,370,112,25
USNM,484809,USNM484809,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Barbour County,,,Male,8000,1080,362,115,27
USNM,484812,USNM484812,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Pike County,,,Male,7000,1040,380,113,23
USNM,484813,USNM484813,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Russell County,,,Male,8800,1110,380,118,23
USNM,484823,USNM484823,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Barbour County,,,Male,8000,1038,400,126,26
USNM,484824,USNM484824,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Russell County,,,Male,8000,1110,360,110,28
USNM,484837,USNM484837,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Barbour County,,,Female,5000,970,320,105,25
USNM,484838,USNM484838,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Barbour County,,,Male,5200,1000,360,,
USNM,484847,USNM484847,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Bullock County,,,Male,8000,1105,400,105,26
USNM,484852,USNM484852,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Barbour County,,,Female,5700,1010,330,100,25
USNM,484864,USNM484864,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Russell County,,,Female,6000,1015,350,103,25
USNM,484869,USNM484869,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,Russell County,,,Female,5000,1100,375,110,26
USNM,484874,USNM484874,Lontra canadensis,North American River Otter,Mustelidae,United States,Alabama,,,,Female,7000,990,370,105,25
USNM,570889,USNM570889,Lontra canadensis,North American River Otter,Mustelidae,United States,Virginia,Virginia Beach City,,,Male,11600,1200,430,129,25
USNM,608918,USNM608918,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Aberdeen,,,Male,9700,1160,,,
USNM,608919,USNM608919,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Forks,,,Male,11000,1090,,,
USNM,608920,USNM608920,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Forks,,,Male,10000,1070,,,
USNM,608921,USNM608921,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Forks,,,Female,8200,1030,,,
USNM,608923,USNM608923,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Forks,,,Male,11100,1140,,,
USNM,608924,USNM608924,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Aberdeen,,,Male,10800,1220,,,
USNM,608925,USNM608925,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Aberdeen,,,Female,7300,1120,,,
USNM,608926,USNM608926,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Aberdeen,,,Female,8600,1160,,,
USNM,608927,USNM608927,Lontra canadensis,North American River Otter,Mustelidae,United States,Washington,Aberdeen,,,Female,8800,1140,,,
USNM,470142,USNM470142,Lycaon pictus,African Wild Dog,Canidae,Botswana,,,-20.75,22.52,Male,24948,1360,360,250,142
USNM,470143,USNM470143,Lycaon pictus,African Wild Dog,Canidae,Botswana,,,-24.13,22.28,Male,20865,1320,400,345,150
USNM,470144,USNM470144,Lycaon pictus,African Wild Dog,Canidae,Botswana,,,-24.13,22.28,Male,21319,1335,390,245,150
USNM,543126,USNM543126,Lynx rufus,Bobcat,Felidae,,,,,,Male,9600,840,125,172,65
USNM,244250,USNM244250,Lynx rufus,Bobcat,Felidae,United States,Missouri,,,,Male,10000,860,180,150,
USNM,592888,USNM592888,Lynx rufus,Bobcat,Felidae,United States,Minnesota,Saint Louis County,,,Male,15600,1040,172,,
USNM,592892,USNM592892,Lynx rufus,Bobcat,Felidae,United States,Minnesota,Saint Louis County,,,Male,12480,888,143,,
USNM,592945,USNM592945,Lynx rufus,Bobcat,Felidae,United States,Minnesota,Saint Louis County,,,Female,3320,689,125,,
USNM,600579,USNM600579,Martes americana,American Marten,Mustelidae,United States,New Hampshire,Coos County,,,Female,506,515,155,75,39
USNM,600580,USNM600580,Martes americana,American Marten,Mustelidae,United States,New Hampshire,,,,Female,397,520,170,65,
USNM,600581,USNM600581,Martes americana,American Marten,Mustelidae,United States,New Hampshire,Coos County,,,Male,813,564,167,90,43
USNM,600582,USNM600582,Martes americana,American Marten,Mustelidae,United States,New Hampshire,Coos County,,,Male,844,544,150,84,44
USNM,600583,USNM600583,Martes americana,American Marten,Mustelidae,United States,New Hampshire,Coos County,,,Male,813,564,167,90,43
USNM,600584,USNM600584,Martes americana,American Marten,Mustelidae,United States,New Hampshire,Coos County,,,Male,695,560,168,83,40
USNM,600585,USNM600585,Martes americana,American Marten,Mustelidae,United States,New Hampshire,Coos County,,,Male,747,514,145,77,41
USNM,600588,USNM600588,Martes americana,American Marten,Mustelidae,United States,New Hampshire,Coos County,,,Male,710,585,163,90,44
USNM,600589,USNM600589,Martes americana,American Marten,Mustelidae,United States,New Hampshire,Coos County,,,Male,760,562,165,87,38
USNM,592895,USNM592895,Martes americana,American Marten,Mustelidae,United States,Minnesota,Saint Louis County,,,,550,50,15,8,
USNM,592943,USNM592943,Martes americana,American Marten,Mustelidae,United States,Minnesota,Lake County,,,Male,880,55,17,9,
USNM,112170,USNM112170,Martes americana,American Marten,Mustelidae,United States,Colorado,Rio Blanco County,,,Female,570,612,210,76,
USNM,489388,USNM489388,Martes flavigula,Yellow-throated Marten,Mustelidae,Malaysia,Selangor,Klang District,2.92,101.57,Female,1568,810,370,93,34
USNM,489387,USNM489387,Martes flavigula,Yellow-throated Marten,Mustelidae,Malaysia,Sabah,,6,116.68,Female,1373,808,345,91,28
USNM,592960,USNM592960,Martes pennanti,Fisher,Mustelidae,United States,Minnesota,Saint Louis County,,,Male,4940,93,33,12,6
USNM,592961,USNM592961,Martes pennanti,Fisher,Mustelidae,United States,Minnesota,Saint Louis County,,,Male,4400,99,34,12,6
USNM,534226,USNM534226,Meles meles,European Badger,Mustelidae,Netherlands,,,,,Female,9848,793,182,104,47
USNM,534227,USNM534227,Meles meles,European Badger,Mustelidae,Netherlands,,,,,Female,1203,895,169,116,44
USNM,470151,USNM470151,Mellivora capensis,Honey Badger,Mustelidae,Botswana,,,-18.83,22.25,Male,3629,630,150,100,34
USNM,522008,USNM522008,Melogale orientalis,Javan Ferret-badger,Mustelidae,Indonesia,Jawa Barat,,-6.75,107.02,Male,700,504,155,61,28
USNM,522009,USNM522009,Melogale orientalis,Javan Ferret-badger,Mustelidae,Indonesia,Jawa Barat,,-6.75,107.02,Male,1000,590,182,67,27
USNM,522010,USNM522010,Melogale orientalis,Javan Ferret-badger,Mustelidae,Indonesia,Jawa Barat,,-6.75,107.02,Male,1100,529,152,68,29
USNM,522011,USNM522011,Melogale orientalis,Javan Ferret-badger,Mustelidae,Indonesia,Jawa Barat,,-6.75,107.02,Female,800,590,240,65,27
USNM,522012,USNM522012,Melogale orientalis,Javan Ferret-badger,Mustelidae,Indonesia,Jawa Barat,,-6.75,107.02,Male,770,520,163,62,29
USNM,158960,USNM158960,Mephitis mephitis,Striped Skunk,Mephitidae,United States,New Mexico,San Juan County,36.7401,-108.398,Male,1800,651,291,75,
USNM,158961,USNM158961,Mephitis mephitis,Striped Skunk,Mephitidae,United States,New Mexico,San Juan County,36.7401,-108.398,Male,1400,627,287,64,
USNM,158962,USNM158962,Mephitis mephitis,Striped Skunk,Mephitidae,United States,New Mexico,San Juan County,36.7401,-108.398,Male,2700,600,270,74,
USNM,158963,USNM158963,Mephitis mephitis,Striped Skunk,Mephitidae,United States,New Mexico,San Juan County,36.7401,-108.398,Male,2700,670,291,74,
USNM,530286,USNM530286,Mephitis mephitis,Striped Skunk,Mephitidae,United States,Virginia,Arlington County,,,Male,3200,640,210,67,30
USNM,467652,USNM467652,Mungos gambianus,Gambian Mongoose,Herpestidae,Cote d'Ivoire,,,9.6,-6.3,Female,454,558,218,70,22
USNM,467653,USNM467653,Mungos gambianus,Gambian Mongoose,Herpestidae,Cote d'Ivoire,Tchologo,Savanes,9.15,-4.62,Female,907,595,220,72,26
USNM,467654,USNM467654,Mungos gambianus,Gambian Mongoose,Herpestidae,Cote d'Ivoire,Tchologo,Savanes,9.15,-4.62,Male,907,590,225,75,25
USNM,467655,USNM467655,Mungos gambianus,Gambian Mongoose,Herpestidae,Cote d'Ivoire,,,9.15,-4.62,Male,454,568,203,72,23
USNM,467656,USNM467656,Mungos gambianus,Gambian Mongoose,Herpestidae,Cote d'Ivoire,,,9.15,-4.62,Female,454,576,215,72,23
USNM,467658,USNM467658,Mungos gambianus,Gambian Mongoose,Herpestidae,Cote d'Ivoire,,,7.43,-3.47,Male,2000,557,207,70,23
USNM,467659,USNM467659,Mungos gambianus,Gambian Mongoose,Herpestidae,Cote d'Ivoire,,,9.6,-6.3,Female,454,368,195,68,21
USNM,536722,USNM536722,Mungos gambianus,Gambian Mongoose,Herpestidae,Cote d'Ivoire,,,9.42,-7.52,Female,494,441,175,68,21
USNM,570936,USNM570936,Mustela erminea,Stoat,Mustelidae,United States,Wisconsin,Lincoln County,,,Female,61,242,62,30,15
USNM,571000,USNM571000,Mustela erminea,Stoat,Mustelidae,United States,Wisconsin,Sheboygan County,,,Female,53,225,56,31,15
USNM,600018,USNM600018,Mustela erminea,Stoat,Mustelidae,United States,Wisconsin,Douglas County,,,Male,143,311,89,44,19
USNM,600758,USNM600758,Mustela erminea,Stoat,Mustelidae,United States,Wisconsin,Portage County,44.3136,-89.3538,Male,108,300,83,41,17
USNM,557693,USNM557693,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Linn County,,,Female,40,202,52,23,14
USNM,558104,USNM558104,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Lane County,,,Female,79,235,60,30,14
USNM,559035,USNM559035,Mustela erminea,Stoat,Mustelidae,United States,Washington,Skamania County,,,Female,79,207,55,23,14
USNM,559036,USNM559036,Mustela erminea,Stoat,Mustelidae,United States,Washington,Skamania County,,,,40,212,45,21,13
USNM,559037,USNM559037,Mustela erminea,Stoat,Mustelidae,United States,Washington,Skamania County,,,Male,64,250,68,33,16
USNM,559038,USNM559038,Mustela erminea,Stoat,Mustelidae,United States,Washington,Skamania County,,,,51,247,59,29,15
USNM,561854,USNM561854,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Benton County,44.6194,-123.886,Female,36,200,53,25,14
USNM,561855,USNM561855,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Lane County,43.1453,-123.769,Female,43,222,62,25,16
USNM,561856,USNM561856,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Lane County,43.1461,-123.785,Female,53,211,57,26,17
USNM,561857,USNM561857,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Lane County,43.1461,-123.785,Male,87,260,76,32,19
USNM,561858,USNM561858,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Lane County,43.1492,-123.519,Female,45,217,57,24,15
USNM,561859,USNM561859,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Lane County,43.135,-123.518,Male,75,260,78,31,14
USNM,561860,USNM561860,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Lane County,43.135,-123.518,Male,70,254,68,33,16
USNM,561861,USNM561861,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Douglas County,43.6692,-123.11,Male,60,240,74,32,15
USNM,561863,USNM561863,Mustela erminea,Stoat,Mustelidae,United States,Oregon,Coos County,43.2056,-123.126,Male,71,240,60,30,16
USNM,415201,USNM415201,Mustela frenata,Long-tailed Weasel,Mustelidae,Venezuela,Monagas,,10.2,-63.53,Male,153,342,120,46,21
USNM,560817,USNM560817,Mustela frenata,Long-tailed Weasel,Mustelidae,Venezuela,Amazonas,,,,Male,313,470,180,55,23
USNM,547924,USNM547924,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,Nebraska,Sioux County,,,Male,162,364,126,39,22
USNM,415200,USNM415200,Mustela frenata,Long-tailed Weasel,Mustelidae,Venezuela,Monagas,,10.2,-63.53,Male,138,354,109,49,23
USNM,415202,USNM415202,Mustela frenata,Long-tailed Weasel,Mustelidae,Venezuela,Monagas,,10.2,-63.53,Male,350,466,181,56,25
USNM,415203,USNM415203,Mustela frenata,Long-tailed Weasel,Mustelidae,Venezuela,Monagas,,10.2,-63.53,Male,273,437,167,49,22
USNM,612207,USNM612207,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,California,San Diego County,33.0978,-117.026,Female,225,375,145,38,17
USNM,612206,USNM612206,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,California,San Diego County,,,Female,139,380,132,38,23
USNM,612205,USNM612205,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,California,San Diego County,33.2422,-117.379,Male,364,427,156,39,16
USNM,612421,USNM612421,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,California,San Diego County,33.0503,-116.855,Male,420,468,169,42,26
USNM,544979,USNM544979,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,Colorado,Gunnison County,,,Male,326,440,140,48,25
USNM,600759,USNM600759,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,Wisconsin,Portage County,,,Male,218,396,127,46,17
USNM,602016,USNM602016,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,West Virginia,Pocahontas County,,,Female,80,290,94,34,20
USNM,602263,USNM602263,Mustela frenata,Long-tailed Weasel,Mustelidae,United States,Maine,Somerset County,,,Male,115,284,74,40,23
USNM,588202,USNM588202,Mustela nigripes,Black-footed Ferret,Mustelidae,,,,,,Male,110,220,33,23,12
